List Title,Last Published Date,List Ranking,Prior List Ranking,Ranking Criteria,Ranking Info,Classification,Record Name,Address 1,City,State,Zip,Latitude,Longitude,Year Founded,Employees,Emp Count Source,Emp Count Timeframe,Emp Count Timestamp,Revenue,Revenue Source,Revenue Timeframe,Revenue Last Updated,Contact Formal Name,Contact Full Name,Prefix,Business Description
Largest Hotels in Greater Baltimore,3/11/2022 0:00,29,,Total guest rooms,185,Travel and Tourism,Comfort Inn-Towson,8801 Loch Raven Blvd.,Towson,Maryland,21286,39.399441,-76.564484,,,,,,,,,,manager Townson comfort inn,manager Townson comfort inn,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,29,,Total guest rooms,185,Travel and Tourism,Comfort Inn-Towson,8801 Loch Raven Blvd.,Towson,Maryland,21286,39.399441,-76.564484,,,,,,,,,,Paris Bharsar,Paris Bharsar,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,30,,Total guest rooms,183,Travel and Tourism,Hilton Garden Inn Baltimore Inner Harbor,625 S. President St.,Baltimore,Maryland,21202,39.28358,-76.602565,,140,# employees,2010,2/4/2014,,,,,Melinda Whittington,Melinda Whittington,,AV
Largest Hotels in Greater Baltimore,3/11/2022 0:00,30,,Total guest rooms,183,Travel and Tourism,Hilton Garden Inn Baltimore Inner Harbor,625 S. President St.,Baltimore,Maryland,21202,39.28358,-76.602565,,140,# employees,2010,2/4/2014,,,,,Elizabeth Delens,Elizabeth Delens,,AV
Largest Hotels in Greater Baltimore,3/11/2022 0:00,31,,Total guest rooms,182,Travel and Tourism,Wingate by Wyndham Baltimore BWI Airport,829 Elkridge Landing Road,Baltimore,Maryland,21090,39.1974507,-76.6866131,,,,,,,,,,,,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,32,,Total guest rooms,175,Travel and Tourism,Best Western Plus Hotel & Conference Center,5625 O'Donnell St.,Baltimore,Maryland,21224,39.281281,-76.547333,,86,# employees,2012,2/4/2014,,,,,Ms. Janet E. Campbell,Janet E. Campbell,Ms.,We are conveniently located off I-95 in Baltimore with free parking.
Largest Hotels in Greater Baltimore,3/11/2022 0:00,32,,Total guest rooms,175,Travel and Tourism,Best Western Plus Hotel & Conference Center,5625 O'Donnell St.,Baltimore,Maryland,21224,39.281281,-76.547333,,86,# employees,2012,2/4/2014,,,,,Mr. Khaled Said,Khaled Said,Mr.,We are conveniently located off I-95 in Baltimore with free parking.
Largest Hotels in Greater Baltimore,3/11/2022 0:00,32,,Total guest rooms,175,Travel and Tourism,Best Western Plus Hotel & Conference Center,5625 O'Donnell St.,Baltimore,Maryland,21224,39.281281,-76.547333,,86,# employees,2012,2/4/2014,,,,,Mr. Anil Patel,Anil Patel,Mr.,We are conveniently located off I-95 in Baltimore with free parking.
Largest Hotels in Greater Baltimore,3/11/2022 0:00,33,,Total guest rooms,172,Travel and Tourism,Turf Valley Resort,2700 Turf Valley Road,Ellicott City,Maryland,21042,39.29533,-76.88414,1978,250,# employees,2022,2/17/2022,15071525,"Revenue, Companywide",2021,4/26/2022,Ms. Nicole Motsay,Nicole Motsay,Ms.,"Let our relaxing resort inspire your team with 40,000 square feet of inviting meeting venues, sweeping golf course views and a tranquil setting. As the only resort-style conference and convention center between Baltimore and Washington, DC, Turf Valley is an outstanding destination for groups seeking an escape from the urban bustle. Our Maryland resort and conference center provides 25 flexible venues, full-service catering, and an expert team that is dedicated to creating successful events. With plush accommodations, fun activities, a spa, dining and a beautiful location, Turf Valley Resort is a remarkable destination for team building retreats, stimulating conferences and dynamic Baltimore-Washington, DC area meetings."
Largest Hotels in Greater Baltimore,3/11/2022 0:00,33,,Total guest rooms,172,Travel and Tourism,Turf Valley Resort,2700 Turf Valley Road,Ellicott City,Maryland,21042,39.29533,-76.88414,1978,250,# employees,2022,2/17/2022,15071525,"Revenue, Companywide",2021,4/26/2022,Sales Reception,Sales Reception,,"Let our relaxing resort inspire your team with 40,000 square feet of inviting meeting venues, sweeping golf course views and a tranquil setting. As the only resort-style conference and convention center between Baltimore and Washington, DC, Turf Valley is an outstanding destination for groups seeking an escape from the urban bustle. Our Maryland resort and conference center provides 25 flexible venues, full-service catering, and an expert team that is dedicated to creating successful events. With plush accommodations, fun activities, a spa, dining and a beautiful location, Turf Valley Resort is a remarkable destination for team building retreats, stimulating conferences and dynamic Baltimore-Washington, DC area meetings."
Largest Hotels in Greater Baltimore,3/11/2022 0:00,33,,Total guest rooms,172,Travel and Tourism,Turf Valley Resort,2700 Turf Valley Road,Ellicott City,Maryland,21042,39.29533,-76.88414,1978,250,# employees,2022,2/17/2022,15071525,"Revenue, Companywide",2021,4/26/2022,Ms. Mary Mangione,Mary Mangione,Ms.,"Let our relaxing resort inspire your team with 40,000 square feet of inviting meeting venues, sweeping golf course views and a tranquil setting. As the only resort-style conference and convention center between Baltimore and Washington, DC, Turf Valley is an outstanding destination for groups seeking an escape from the urban bustle. Our Maryland resort and conference center provides 25 flexible venues, full-service catering, and an expert team that is dedicated to creating successful events. With plush accommodations, fun activities, a spa, dining and a beautiful location, Turf Valley Resort is a remarkable destination for team building retreats, stimulating conferences and dynamic Baltimore-Washington, DC area meetings."
Largest Hotels in Greater Baltimore,3/11/2022 0:00,33,,Total guest rooms,172,Travel and Tourism,Turf Valley Resort,2700 Turf Valley Road,Ellicott City,Maryland,21042,39.29533,-76.88414,1978,250,# employees,2022,2/17/2022,15071525,"Revenue, Companywide",2021,4/26/2022,Ms. Donna Robbins,Donna Robbins,Ms.,"Let our relaxing resort inspire your team with 40,000 square feet of inviting meeting venues, sweeping golf course views and a tranquil setting. As the only resort-style conference and convention center between Baltimore and Washington, DC, Turf Valley is an outstanding destination for groups seeking an escape from the urban bustle. Our Maryland resort and conference center provides 25 flexible venues, full-service catering, and an expert team that is dedicated to creating successful events. With plush accommodations, fun activities, a spa, dining and a beautiful location, Turf Valley Resort is a remarkable destination for team building retreats, stimulating conferences and dynamic Baltimore-Washington, DC area meetings."
Largest Hotels in Greater Baltimore,3/11/2022 0:00,34,,Total guest rooms,171,Travel and Tourism,DoubleTree by Hilton Baltimore North-Pikesville,1726 Reisterstown Road,Pikesville,Maryland,21208,39.3824451,-76.7338189,,48,# employees,2012,2/4/2014,,,,,Ms. Yoland Levin Quinn,Yoland Levin Quinn,Ms.,"In House AV, complimentary meeting room Wifi and new renovated ballroom space"
Largest Hotels in Greater Baltimore,3/11/2022 0:00,34,,Total guest rooms,171,Travel and Tourism,DoubleTree by Hilton Baltimore North-Pikesville,1726 Reisterstown Road,Pikesville,Maryland,21208,39.3824451,-76.7338189,,48,# employees,2012,2/4/2014,,,,,Bill Leonhardt,Bill Leonhardt,,"In House AV, complimentary meeting room Wifi and new renovated ballroom space"
Largest Hotels in Greater Baltimore,3/11/2022 0:00,34,,Total guest rooms,171,Travel and Tourism,Holiday Inn Columbia East-Jessup,7900 Washington Blvd.,Jessup,Maryland,20794,39.171532,-76.78595,,,# employees,2010,2/4/2014,,,,,Mrs. Jill M. Porter,Jill M. Porter,Mrs.,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,34,,Total guest rooms,171,Travel and Tourism,Holiday Inn Columbia East-Jessup,7900 Washington Blvd.,Jessup,Maryland,20794,39.171532,-76.78595,,,# employees,2010,2/4/2014,,,,,Rachel Feldman,Rachel Feldman,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,34,,Total guest rooms,171,Travel and Tourism,Holiday Inn Columbia East-Jessup,7900 Washington Blvd.,Jessup,Maryland,20794,39.171532,-76.78595,,,# employees,2010,2/4/2014,,,,,Mr. Martin Mohabir,Martin Mohabir,Mr.,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,36,,Total guest rooms,168,Travel and Tourism,Northeast Garden Inn,3400 Fort Meade Road,Laurel,Maryland,20724,39.0997349,-76.8116288,,,,,,,,,,,,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,37,,Total guest rooms,165,Travel and Tourism,Homewood Suites by Hilton Baltimore,625 S. President St.,Baltimore,Maryland,21202,39.28358,-76.602565,,140,# employees,2010,2/4/2014,,,,,Sarah Rosenbaum,Sarah Rosenbaum,,Audio Visual
Largest Hotels in Greater Baltimore,3/11/2022 0:00,37,,Total guest rooms,165,Travel and Tourism,Homewood Suites by Hilton Baltimore,625 S. President St.,Baltimore,Maryland,21202,39.28358,-76.602565,,140,# employees,2010,2/4/2014,,,,,Elizabeth Delens,Elizabeth Delens,,Audio Visual
Largest Hotels in Greater Baltimore,3/11/2022 0:00,38,,Total guest rooms,162,Travel and Tourism,Hotel Indigo Baltimore Downtown,24 W. Franklin St.,Baltimore,Maryland,21201,39.295059,-76.616562,,18,# employees,2012,2/4/2014,,,,,Thomas Domorski,Thomas Domorski,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,38,,Total guest rooms,162,Travel and Tourism,Hotel Indigo Baltimore Downtown,24 W. Franklin St.,Baltimore,Maryland,21201,39.295059,-76.616562,,18,# employees,2012,2/4/2014,,,,,Andrew Leon,Andrew Leon,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,38,,Total guest rooms,162,Travel and Tourism,Hotel Indigo Baltimore Downtown,24 W. Franklin St.,Baltimore,Maryland,21201,39.295059,-76.616562,,18,# employees,2012,2/4/2014,,,,,Ayeasha Beasley,Ayeasha Beasley,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,39,,Total guest rooms,160,Travel and Tourism,BWI Comfort Inn & Conference Center,6921 Baltimore Annapolis Blvd.,Baltimore,Maryland,21225,39.21359,-76.64298,,,,,,,,,,,,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,40,,Total guest rooms,159,Travel and Tourism,Hilton Garden Inn-Owings Mills,4770 Owings Mills Blvd.,Owings Mills,Maryland,21117,39.402324,-76.795398,,,,,,,,,,Cara Chahanovich,Cara Chahanovich,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,40,,Total guest rooms,159,Travel and Tourism,Hilton Garden Inn-Owings Mills,4770 Owings Mills Blvd.,Owings Mills,Maryland,21117,39.402324,-76.795398,,,,,,,,,,Deena Craze,Deena Craze,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,41,,Total guest rooms,158,Travel and Tourism,Hilton Garden Inn BWI Airport,1516 Aero Drive,Linthicum,Maryland,21090,39.2100276,-76.6772768,,,,,,,,,,Sebastian Hansen,Sebastian Hansen,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,41,,Total guest rooms,158,Travel and Tourism,Hilton Garden Inn BWI Airport,1516 Aero Drive,Linthicum,Maryland,21090,39.2100276,-76.6772768,,,,,,,,,,Kristi Pearce,Kristi Pearce,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,42,,Total guest rooms,156,Travel and Tourism,Canopy by Hilton Baltimore Harbor Point,1215 Wills St.,Baltimore,Maryland,21231,39.2799582,-76.5978091,,,,,,,,,,,,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,43,,Total guest rooms,155,Travel and Tourism,Aloft BWI Airport,1741 W. Nursery Road,Linthicum,Maryland,21090,39.1954452,-76.6795117,,,# employees,2010,2/4/2014,,,,,"Abena Bondah, CHSP, CTA","Abena Bondah, CHSP, CTA",,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,43,,Total guest rooms,155,Travel and Tourism,Aloft BWI Airport,1741 W. Nursery Road,Linthicum,Maryland,21090,39.1954452,-76.6795117,,,# employees,2010,2/4/2014,,,,,Joshua Reichert,Joshua Reichert,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,43,,Total guest rooms,155,Travel and Tourism,Aloft BWI Airport,1741 W. Nursery Road,Linthicum,Maryland,21090,39.1954452,-76.6795117,,,# employees,2010,2/4/2014,,,,,Kory Davis,Kory Davis,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,43,,Total guest rooms,155,Travel and Tourism,Fairfield Inn & Suites Baltimore Downtown Inner Harbor,101 S. President St.,Baltimore,Maryland,21202,39.288029,-76.604568,,40,# employees,2010,2/4/2014,,,,,Wyatt Cardwell,Wyatt Cardwell,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,43,,Total guest rooms,155,Travel and Tourism,Fairfield Inn & Suites Baltimore Downtown Inner Harbor,101 S. President St.,Baltimore,Maryland,21202,39.288029,-76.604568,,40,# employees,2010,2/4/2014,,,,,Ellen Mullings,Ellen Mullings,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,45,,Total guest rooms,125,Travel and Tourism,Inn at the Colonnade/a DoubleTree by Hilton,4 West University Parkway,Baltimore,Maryland,21218,39.3343138,-76.6195194,,75,# employees,2009,2/4/2014,,,,,Veronica M. Lombardi,Veronica M. Lombardi,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,45,,Total guest rooms,125,Travel and Tourism,Inn at the Colonnade/a DoubleTree by Hilton,4 West University Parkway,Baltimore,Maryland,21218,39.3343138,-76.6195194,,75,# employees,2009,2/4/2014,,,,,Veronica Lombardi,Veronica Lombardi,,
Largest Hotels in Greater Baltimore,3/11/2022 0:00,46,,Total guest rooms,20,Travel and Tourism,Tilghman Island Inn,21384 Coopertown Road,Tilghman,Maryland,21671,38.71885,-76.338546,,,# employees,2012,2/4/2014,,,,,,,,
