Last Published Date,List Ranking,Prior List Ranking,Ranking Criteria,Ranking Info,Classification,Record Name,Address 1,City,State,Zip,Latitude,Longitude,Year Founded,Employees,Emp Count Source,Emp Count Timeframe,Emp Count Timestamp,Revenue,Revenue Source,Revenue Timeframe,Revenue Last Updated,Business Description
7/15/2022 0:00,18,,Local employees,2719,Employers and Who's Who,Kennedy Krieger Institute,707 N. Broadway,Baltimore,Maryland,21205,39.2987015,-76.5936531,1937,2719,# employees,2022,2/17/2022,275474508,Revenue,2021,2/17/2022,"About Kennedy Krieger Institute:

Internationally recognized for improving the lives of children and adolescents with disorders and injuries of the brain, spinal cord and musculoskeletal system, Kennedy Krieger Institute in the greater Baltimore/Washington, D.C. region serves 24,000 individuals a year through inpatient and outpatient clinics, home and community services, and school-based programs. Kennedy Krieger provides a wide range of services for children, adolescents and young adults with developmental issues, from mild to severe, and is home to a team of investigators who are contributing to the understanding of how disorders develop, while at the same time pioneering new interventions and methods of early diagnosis."
7/15/2022 0:00,19,,Local employees,2708,Employers and Who's Who,Safeway (Albertsons Companies),4551 Forbes Blvd.,Lanham,Maryland,20706,38.9523346,-76.8332644,1927,290000,# employees,2022,7/27/2022,74000000000,Revenue,2021,7/27/2022,"Safeway in the Mid-Atlantic Division is part of Albertsons Companies (NYSE: ACI). Locally great and nationally strong, Albertsons Cos. is a leading food and drug retailer in the United States. The Mid-Atlantic Division operates Safeway stores in Maryland, Virginia, the District of Columbia, and Delaware. Safeway is committed to helping people across the country live better lives by making a meaningful difference, neighborhood by neighborhood. During 2021, Safeway and Safeway Foundation locally donated nearly $4 million in food and financial support to help people in the areas of hunger relief, education, cancer research and treatment, programs for people with disabilities, and veterans. For more information, visit www.safeway.com and www.safewayfoundation.org."
7/15/2022 0:00,20,,Local employees,2667,Employers and Who's Who,Stanley Black & Decker Inc.,701 E. Joppa Road,Towson,Maryland,21286,39.400219,-76.590591,1843,70219,# employees,2022-Q2,7/6/2022,15600000000,Revenue,2021,2/9/2022,"Stanley Black & Decker, Inc engages in the tools and storage and industrial businesses worldwide."
7/15/2022 0:00,20,,Local employees,2667,Employers and Who's Who,Stanley Black & Decker Inc.,701 E. Joppa Road,Towson,Maryland,21286,39.400219,-76.590591,1843,70219,# employees,2022-Q2,7/6/2022,15600000000,Revenue,2021,2/9/2022,"Stanley Black & Decker, Inc engages in the tools and storage and industrial businesses worldwide."
7/15/2022 0:00,20,,Local employees,2667,Employers and Who's Who,Stanley Black & Decker Inc.,701 E. Joppa Road,Towson,Maryland,21286,39.400219,-76.590591,1843,70219,# employees,2022-Q2,7/6/2022,15600000000,Revenue,2021,2/9/2022,"Stanley Black & Decker, Inc engages in the tools and storage and industrial businesses worldwide."
7/15/2022 0:00,21,,Local employees,2600,Employers and Who's Who,Erickson Senior Living,701 Maiden Choice Lane,Catonsville,Maryland,21228,39.2665736,-76.7016044,1983,14650,# employees,2022-Q2,7/12/2022,,Revenue,2008,2/4/2014,Erickson Senior Living is a nation-leading developer and manager of continuing care retirement communities. Please visit the Erickson Senior Living website to learn more about the company.
7/15/2022 0:00,21,,Local employees,2600,Employers and Who's Who,Erickson Senior Living,701 Maiden Choice Lane,Catonsville,Maryland,21228,39.2665736,-76.7016044,1983,14650,# employees,2022-Q2,7/12/2022,,Revenue,2008,2/4/2014,Erickson Senior Living is a nation-leading developer and manager of continuing care retirement communities. Please visit the Erickson Senior Living website to learn more about the company.
7/15/2022 0:00,22,,Local employees,2598,Employers and Who's Who,CareFirst BlueCross BlueShield,1501 S. Clinton St.,Baltimore,Maryland,21224,39.2754012,-76.5689652,1937,5802,# employees,2022-Q2,7/13/2022,11000000000,Revenue,2021,7/13/2022,"In its 85th year of service, CareFirst, an independent licensee of the Blue Cross and Blue Shield Association, is a not-for-profit healthcare company which, through its affiliates and subsidiaries, offers a comprehensive portfolio of health insurance products and administrative services to 3.6 million individuals and employers in Maryland, the District of Columbia and Northern Virginia. In 2021, CareFirst invested $26.2 million to improve overall health, and increase the accessibility, affordability, safety and quality of healthcare throughout its market areas. To learn more about CareFirst BlueCross BlueShield, visit our website at www.carefirst.com and our transforming healthcare page at www.carefirst.com/transformation, or follow us on Facebook, Twitter, LinkedIn or Instagram."
7/15/2022 0:00,22,,Local employees,2598,Employers and Who's Who,CareFirst BlueCross BlueShield,1501 S. Clinton St.,Baltimore,Maryland,21224,39.2754012,-76.5689652,1937,5802,# employees,2022-Q2,7/13/2022,11000000000,Revenue,2021,7/13/2022,"In its 85th year of service, CareFirst, an independent licensee of the Blue Cross and Blue Shield Association, is a not-for-profit healthcare company which, through its affiliates and subsidiaries, offers a comprehensive portfolio of health insurance products and administrative services to 3.6 million individuals and employers in Maryland, the District of Columbia and Northern Virginia. In 2021, CareFirst invested $26.2 million to improve overall health, and increase the accessibility, affordability, safety and quality of healthcare throughout its market areas. To learn more about CareFirst BlueCross BlueShield, visit our website at www.carefirst.com and our transforming healthcare page at www.carefirst.com/transformation, or follow us on Facebook, Twitter, LinkedIn or Instagram."
7/15/2022 0:00,23,,Local employees,2400,Employers and Who's Who,Cordish Companies/Live!,7002 Arundel Mills Circle,Hanover,Maryland,21076,39.157851,-76.727705,1910,15000,# employees,2022-Q2,7/15/2022,760878371,"Revenue, Companywide",2021,8/16/2022,"The four-time AAA Four Diamond rated Live! Casino & Hotel Maryland is one of the largest and most luxurious commercial casinos in the country. Offering guests a range of activities including gaming, entertainment, world-class dining and hotel accommodations, Live! Casino & Hotel is consistently ranked the top tourist attraction in the state. Located between Washington, D.C. and Baltimore, and adjacent to the popular Arundel Mills Mall, the property features one of the area’s biggest entertainment venues, The HALL at Live!, along with Maryland’s #1 Sportsbook with partner FanDuel at Sports & Social Maryland. Other amenities include 200 live action table games, a large Poker Room, approximately 4,000 slot machines, two High Limit Rooms, and the Orchid Gaming & Smoking Patio. The award-winning hotel features 310 luxury guest rooms and The Cordish Art Collection complete with more than 40 pieces of contemporary art from world-renowned artists including Andy Warhol. Multiple dining options and guest services round out the experience at Live! Casino & Hotel Maryland. Live! Casino & Hotel Maryland is owned and operated by a company that is affiliated with The Cordish Companies. More information can be found at LiveCasinoHotel.com."
7/15/2022 0:00,23,,Local employees,2400,Employers and Who's Who,Cordish Companies/Live!,7002 Arundel Mills Circle,Hanover,Maryland,21076,39.157851,-76.727705,1910,15000,# employees,2022-Q2,7/15/2022,760878371,"Revenue, Companywide",2021,8/16/2022,"The four-time AAA Four Diamond rated Live! Casino & Hotel Maryland is one of the largest and most luxurious commercial casinos in the country. Offering guests a range of activities including gaming, entertainment, world-class dining and hotel accommodations, Live! Casino & Hotel is consistently ranked the top tourist attraction in the state. Located between Washington, D.C. and Baltimore, and adjacent to the popular Arundel Mills Mall, the property features one of the area’s biggest entertainment venues, The HALL at Live!, along with Maryland’s #1 Sportsbook with partner FanDuel at Sports & Social Maryland. Other amenities include 200 live action table games, a large Poker Room, approximately 4,000 slot machines, two High Limit Rooms, and the Orchid Gaming & Smoking Patio. The award-winning hotel features 310 luxury guest rooms and The Cordish Art Collection complete with more than 40 pieces of contemporary art from world-renowned artists including Andy Warhol. Multiple dining options and guest services round out the experience at Live! Casino & Hotel Maryland. Live! Casino & Hotel Maryland is owned and operated by a company that is affiliated with The Cordish Companies. More information can be found at LiveCasinoHotel.com."
7/15/2022 0:00,24,,Local employees,2265,Employers and Who's Who,GBMC HealthCare,6701 N. Charles St.,Towson,Maryland,21204,39.39275,-76.628153,1961,4468,# employees,2022,2/16/2022,666176000,Revenue,2021,2/16/2022,"GBMC has transformed itself. For more than 50 years, we've been known as an outstanding hospital and a staple of exemplary community care. We are proud to have earned our reputation as labor and delivery experts, and as a site of excellence for surgery and specialty medical care, but we've evolved with the growing needs of the community. Far more than a hospital, GBMC has designed a system of care that is accountable with you for your health from birth to the end of life. Our system includes not only Greater Baltimore Medical Center but also Gilchrist and GBMC HealthPartners.

Our 14 advanced primary care offices throughout Baltimore and Harford counties, and a location in Baltimore City, offer extended hours and are staffed seven days a week, even on holidays. GBMC's offices are open longer than any other primary care facility or urgent care center, with hours that are a reflection of our patients' real lives. You shouldn't have to take off work, lose money, or find childcare in order to see your doctor. We'll work around your schedule to deliver the care you need. On-site labs and diagnostic testing, in-office appointments with Baltimore's best specialists, and drive-through flu-shot clinics, all add to the convenience. A single electronic medical record gives you 24-hour access to all of your health information.

We use an innovative team-based approach to your care. Your personal physician is the captain of the team that includes nurse care managers, and care coordinators, behavioral specialists, psychiatrists, and addiction specialists, if you need them. The team is with you every step of the way, following up on your care plan and assuring that we keep you well or, if you already suffer from chronic disease, that you meet your health goals.

Our vision is to be the community-based healthcare system where every patient gets the care that we want for our own loved ones, every time. We want to deliver better health and better care at lower cost. And, when you need it, Gilchrist provides elder medical care, counseling, support, and hospice services."
7/15/2022 0:00,24,,Local employees,2265,Employers and Who's Who,GBMC HealthCare,6701 N. Charles St.,Towson,Maryland,21204,39.39275,-76.628153,1961,4468,# employees,2022,2/16/2022,666176000,Revenue,2021,2/16/2022,"GBMC has transformed itself. For more than 50 years, we've been known as an outstanding hospital and a staple of exemplary community care. We are proud to have earned our reputation as labor and delivery experts, and as a site of excellence for surgery and specialty medical care, but we've evolved with the growing needs of the community. Far more than a hospital, GBMC has designed a system of care that is accountable with you for your health from birth to the end of life. Our system includes not only Greater Baltimore Medical Center but also Gilchrist and GBMC HealthPartners.

Our 14 advanced primary care offices throughout Baltimore and Harford counties, and a location in Baltimore City, offer extended hours and are staffed seven days a week, even on holidays. GBMC's offices are open longer than any other primary care facility or urgent care center, with hours that are a reflection of our patients' real lives. You shouldn't have to take off work, lose money, or find childcare in order to see your doctor. We'll work around your schedule to deliver the care you need. On-site labs and diagnostic testing, in-office appointments with Baltimore's best specialists, and drive-through flu-shot clinics, all add to the convenience. A single electronic medical record gives you 24-hour access to all of your health information.

We use an innovative team-based approach to your care. Your personal physician is the captain of the team that includes nurse care managers, and care coordinators, behavioral specialists, psychiatrists, and addiction specialists, if you need them. The team is with you every step of the way, following up on your care plan and assuring that we keep you well or, if you already suffer from chronic disease, that you meet your health goals.

Our vision is to be the community-based healthcare system where every patient gets the care that we want for our own loved ones, every time. We want to deliver better health and better care at lower cost. And, when you need it, Gilchrist provides elder medical care, counseling, support, and hospice services."
7/15/2022 0:00,24,,Local employees,2265,Employers and Who's Who,GBMC HealthCare,6701 N. Charles St.,Towson,Maryland,21204,39.39275,-76.628153,1961,4468,# employees,2022,2/16/2022,666176000,Revenue,2021,2/16/2022,"GBMC has transformed itself. For more than 50 years, we've been known as an outstanding hospital and a staple of exemplary community care. We are proud to have earned our reputation as labor and delivery experts, and as a site of excellence for surgery and specialty medical care, but we've evolved with the growing needs of the community. Far more than a hospital, GBMC has designed a system of care that is accountable with you for your health from birth to the end of life. Our system includes not only Greater Baltimore Medical Center but also Gilchrist and GBMC HealthPartners.

Our 14 advanced primary care offices throughout Baltimore and Harford counties, and a location in Baltimore City, offer extended hours and are staffed seven days a week, even on holidays. GBMC's offices are open longer than any other primary care facility or urgent care center, with hours that are a reflection of our patients' real lives. You shouldn't have to take off work, lose money, or find childcare in order to see your doctor. We'll work around your schedule to deliver the care you need. On-site labs and diagnostic testing, in-office appointments with Baltimore's best specialists, and drive-through flu-shot clinics, all add to the convenience. A single electronic medical record gives you 24-hour access to all of your health information.

We use an innovative team-based approach to your care. Your personal physician is the captain of the team that includes nurse care managers, and care coordinators, behavioral specialists, psychiatrists, and addiction specialists, if you need them. The team is with you every step of the way, following up on your care plan and assuring that we keep you well or, if you already suffer from chronic disease, that you meet your health goals.

Our vision is to be the community-based healthcare system where every patient gets the care that we want for our own loved ones, every time. We want to deliver better health and better care at lower cost. And, when you need it, Gilchrist provides elder medical care, counseling, support, and hospice services."
7/15/2022 0:00,25,,Local employees,2215,Employers and Who's Who,Morgan State University,1700 E. Cold Spring Lane,Baltimore,Maryland,21251,39.34582,-76.585925,1890,2215,# employees,2022-Q2,7/12/2022,279400000,Revenue,2020,7/8/2021,"Public, 4-year Higher Education Institution"
7/15/2022 0:00,25,,Local employees,2215,Employers and Who's Who,Morgan State University,1700 E. Cold Spring Lane,Baltimore,Maryland,21251,39.34582,-76.585925,1890,2215,# employees,2022-Q2,7/12/2022,279400000,Revenue,2020,7/8/2021,"Public, 4-year Higher Education Institution"
7/15/2022 0:00,25,,Local employees,2215,Employers and Who's Who,Morgan State University,1700 E. Cold Spring Lane,Baltimore,Maryland,21251,39.34582,-76.585925,1890,2215,# employees,2022-Q2,7/12/2022,279400000,Revenue,2020,7/8/2021,"Public, 4-year Higher Education Institution"
7/15/2022 0:00,25,,Local employees,2215,Employers and Who's Who,Morgan State University,1700 E. Cold Spring Lane,Baltimore,Maryland,21251,39.34582,-76.585925,1890,2215,# employees,2022-Q2,7/12/2022,279400000,Revenue,2020,7/8/2021,"Public, 4-year Higher Education Institution"
7/15/2022 0:00,25,,Local employees,2215,Employers and Who's Who,Morgan State University,1700 E. Cold Spring Lane,Baltimore,Maryland,21251,39.34582,-76.585925,1890,2215,# employees,2022-Q2,7/12/2022,279400000,Revenue,2020,7/8/2021,"Public, 4-year Higher Education Institution"
7/15/2022 0:00,26,,Local employees,2200,Employers and Who's Who,BD Integrated Diagnostic Solutions,7 Loveton Circle,Sparks,Maryland,21152,39.520199,-76.645271,1897,75000,# employees,2022-Q1,1/26/2022,20200000000,Revenue,2021,1/26/2022,"Infectious disease diagnostic solutions and specimen management:  Microbiology, molecular biology and point-of-care instrument systems, assays and informatics; and sample collection/transport devices."
7/15/2022 0:00,26,,Local employees,2200,Employers and Who's Who,BD Integrated Diagnostic Solutions,7 Loveton Circle,Sparks,Maryland,21152,39.520199,-76.645271,1897,75000,# employees,2022-Q1,1/26/2022,20200000000,Revenue,2021,1/26/2022,"Infectious disease diagnostic solutions and specimen management:  Microbiology, molecular biology and point-of-care instrument systems, assays and informatics; and sample collection/transport devices."
7/15/2022 0:00,27,,Local employees,2181,Employers and Who's Who,Booz Allen Hamilton Inc.,900 Elkridge Landing Road,Linthicum,Maryland,21090,39.2005882,-76.6875402,1914,28499,# employees,2022-Q2,7/13/2022,8400000000,Revenue,2021,7/13/2022,"For more than 100 ​​years, business, government, and military leaders have turned to Booz Allen Hamilton to solve their most complex problems. As a consulting firm with experts in analytics, digital, engineering, and cyber, we help organizations transform. To learn more, visit BoozAllen.com.  ​"
7/15/2022 0:00,28,,Local employees,2102,Employers and Who's Who,The Y in Central Maryland,303 W. Chesapeake Ave.,Baltimore,Maryland,21204,39.400021,-76.60936,1853,2102,# employees,2022-Q2,6/21/2022,80868721,Revenue,2021,6/21/2022,"The Y is a community-based, charitable organization in Central Maryland focusing on youth development, healthy living and social responsibility."
7/15/2022 0:00,28,,Local employees,2102,Employers and Who's Who,The Y in Central Maryland,303 W. Chesapeake Ave.,Baltimore,Maryland,21204,39.400021,-76.60936,1853,2102,# employees,2022-Q2,6/21/2022,80868721,Revenue,2021,6/21/2022,"The Y is a community-based, charitable organization in Central Maryland focusing on youth development, healthy living and social responsibility."
7/15/2022 0:00,28,,Local employees,2102,Employers and Who's Who,The Y in Central Maryland,303 W. Chesapeake Ave.,Baltimore,Maryland,21204,39.400021,-76.60936,1853,2102,# employees,2022-Q2,6/21/2022,80868721,Revenue,2021,6/21/2022,"The Y is a community-based, charitable organization in Central Maryland focusing on youth development, healthy living and social responsibility."
7/15/2022 0:00,28,,Local employees,2102,Employers and Who's Who,The Y in Central Maryland,303 W. Chesapeake Ave.,Baltimore,Maryland,21204,39.400021,-76.60936,1853,2102,# employees,2022-Q2,6/21/2022,80868721,Revenue,2021,6/21/2022,"The Y is a community-based, charitable organization in Central Maryland focusing on youth development, healthy living and social responsibility."
7/15/2022 0:00,28,,Local employees,2102,Employers and Who's Who,The Y in Central Maryland,303 W. Chesapeake Ave.,Baltimore,Maryland,21204,39.400021,-76.60936,1853,2102,# employees,2022-Q2,6/21/2022,80868721,Revenue,2021,6/21/2022,"The Y is a community-based, charitable organization in Central Maryland focusing on youth development, healthy living and social responsibility."
7/15/2022 0:00,28,,Local employees,2102,Employers and Who's Who,The Y in Central Maryland,303 W. Chesapeake Ave.,Baltimore,Maryland,21204,39.400021,-76.60936,1853,2102,# employees,2022-Q2,6/21/2022,80868721,Revenue,2021,6/21/2022,"The Y is a community-based, charitable organization in Central Maryland focusing on youth development, healthy living and social responsibility."
7/15/2022 0:00,28,,Local employees,2102,Employers and Who's Who,The Y in Central Maryland,303 W. Chesapeake Ave.,Baltimore,Maryland,21204,39.400021,-76.60936,1853,2102,# employees,2022-Q2,6/21/2022,80868721,Revenue,2021,6/21/2022,"The Y is a community-based, charitable organization in Central Maryland focusing on youth development, healthy living and social responsibility."
7/15/2022 0:00,28,,Local employees,2102,Employers and Who's Who,The Y in Central Maryland,303 W. Chesapeake Ave.,Baltimore,Maryland,21204,39.400021,-76.60936,1853,2102,# employees,2022-Q2,6/21/2022,80868721,Revenue,2021,6/21/2022,"The Y is a community-based, charitable organization in Central Maryland focusing on youth development, healthy living and social responsibility."
7/15/2022 0:00,29,,Local employees,1975,Employers and Who's Who,Kaiser Permanente,2101 E. Jefferson St.,Rockville,Maryland,20852,39.0501622,-77.127189,1980,7899,# employees,2022-Q2,7/11/2022,5149566955,Revenue,2021,7/11/2022,"Kaiser Permanente, headquartered in Rockville, Maryland, is the leading health system in the mid-Atlantic region. Founded in 1980, it currently serves more than 800,000 members through 35 state-of-the-art medical centers in Maryland, Virginia and Washington, D.C."
7/15/2022 0:00,29,,Local employees,1975,Employers and Who's Who,Kaiser Permanente,2101 E. Jefferson St.,Rockville,Maryland,20852,39.0501622,-77.127189,1980,7899,# employees,2022-Q2,7/11/2022,5149566955,Revenue,2021,7/11/2022,"Kaiser Permanente, headquartered in Rockville, Maryland, is the leading health system in the mid-Atlantic region. Founded in 1980, it currently serves more than 800,000 members through 35 state-of-the-art medical centers in Maryland, Virginia and Washington, D.C."
7/15/2022 0:00,30,,Local employees,1933,Employers and Who's Who,Wegmans Food Markets Inc.,1500 Brooks Ave.,Rochester,New York,14624,39.4980358,-76.6556842,1916,52186,# employees,2022-Q2,6/23/2022,9700000000,Revenue,2019,7/13/2020,"Wegmans Food Markets, Inc. is a 107-store supermarket chain with stores in New York, Pennsylvania, New Jersey, Virginia, Maryland, Massachusetts, and North Carolina. The family company, recognized as an industry leader and innovator, celebrated its 100th anniversary in 2016. Wegmans has been named one of the ‘100 Best Companies to Work For’ by FORTUNE magazine for 25 consecutive years, ranking #3 in 2022. The company also ranked #1 on PEOPLE’s 2021 ‘Companies That Care’ list, and #5 for corporate reputation among the 100 most visible companies, according to the 2022 Axios Harris Poll 100 Reputation Quotient® study."
7/15/2022 0:00,30,,Local employees,1933,Employers and Who's Who,Wegmans Food Markets Inc.,1500 Brooks Ave.,Rochester,New York,14624,39.4980358,-76.6556842,1916,52186,# employees,2022-Q2,6/23/2022,9700000000,Revenue,2019,7/13/2020,"Wegmans Food Markets, Inc. is a 107-store supermarket chain with stores in New York, Pennsylvania, New Jersey, Virginia, Maryland, Massachusetts, and North Carolina. The family company, recognized as an industry leader and innovator, celebrated its 100th anniversary in 2016. Wegmans has been named one of the ‘100 Best Companies to Work For’ by FORTUNE magazine for 25 consecutive years, ranking #3 in 2022. The company also ranked #1 on PEOPLE’s 2021 ‘Companies That Care’ list, and #5 for corporate reputation among the 100 most visible companies, according to the 2022 Axios Harris Poll 100 Reputation Quotient® study."
7/15/2022 0:00,31,,Local employees,1802,Employers and Who's Who,Long & Foster Cos. Inc.,14501 George Carter Way,Chantilly,Virginia,20151,38.88842,-77.447861,1968,10808,# employees,2022-Q2,6/21/2022,1561000000,Revenue,2021,6/21/2022,"The Long & Foster Cos. Inc., a subsidiary of HomeServices of America Inc. (an affiliate of Berkshire Hathaway), is a national residential and commercial real estate company based in Virginia and founded in 1968."
7/15/2022 0:00,31,,Local employees,1802,Employers and Who's Who,Long & Foster Cos. Inc.,14501 George Carter Way,Chantilly,Virginia,20151,38.88842,-77.447861,1968,10808,# employees,2022-Q2,6/21/2022,1561000000,Revenue,2021,6/21/2022,"The Long & Foster Cos. Inc., a subsidiary of HomeServices of America Inc. (an affiliate of Berkshire Hathaway), is a national residential and commercial real estate company based in Virginia and founded in 1968."
7/15/2022 0:00,31,,Local employees,1802,Employers and Who's Who,Long & Foster Cos. Inc.,14501 George Carter Way,Chantilly,Virginia,20151,38.88842,-77.447861,1968,10808,# employees,2022-Q2,6/21/2022,1561000000,Revenue,2021,6/21/2022,"The Long & Foster Cos. Inc., a subsidiary of HomeServices of America Inc. (an affiliate of Berkshire Hathaway), is a national residential and commercial real estate company based in Virginia and founded in 1968."
7/15/2022 0:00,32,,Local employees,1800,Employers and Who's Who,Allegis Group Inc.,7301 Parkway Drive,Hanover,Maryland,21076,39.17371,-76.737117,1993,27000,# employees,2022-Q2,7/12/2022,14500000000,"Revenue, Companywide",2021,8/8/2022,"At Allegis Group, we exist to create opportunity for our clients, our candidates, and each other. Through a network of specialized companies, we connect great people with great opportunities, helping businesses win and careers soar."
7/15/2022 0:00,32,,Local employees,1800,Employers and Who's Who,Bank of America,100 International Drive,Baltimore,Maryland,21202,39.287209,-76.614952,,200000,# employees,2021,6/16/2021,28100000000,Revenue,2018,4/15/2019,"Bank of America is one of the world’s leading financial institutions, serving individuals, small- and middle-market businesses, large corporations, and governments with a full range of banking, investment management and other financial and risk management products and services."
7/15/2022 0:00,32,,Local employees,1800,Employers and Who's Who,Bank of America,100 International Drive,Baltimore,Maryland,21202,39.287209,-76.614952,,200000,# employees,2021,6/16/2021,28100000000,Revenue,2018,4/15/2019,"Bank of America is one of the world’s leading financial institutions, serving individuals, small- and middle-market businesses, large corporations, and governments with a full range of banking, investment management and other financial and risk management products and services."
7/15/2022 0:00,32,,Local employees,1800,Employers and Who's Who,Howard County General Hospital,5755 Cedar Lane,Columbia,Maryland,21044,39.2138598,-76.8848495,,1800,# employees,2022-Q2,7/13/2022,169870000,"Revenue, Local, Division",2011,2/4/2014,Howard County General Hospital is a health care provider located in Columbia.
7/15/2022 0:00,32,,Local employees,1800,Employers and Who's Who,Howard County General Hospital,5755 Cedar Lane,Columbia,Maryland,21044,39.2138598,-76.8848495,,1800,# employees,2022-Q2,7/13/2022,169870000,"Revenue, Local, Division",2011,2/4/2014,Howard County General Hospital is a health care provider located in Columbia.
7/15/2022 0:00,35,,Local employees,1650,Employers and Who's Who,Lorien Health Services,3300 N. Ridge Road,Ellicott City,Maryland,21043,39.2800672,-76.8175499,,1650,# employees,2022-Q2,7/12/2022,120000000,Revenue,2021,7/12/2022,"Assisted Living, Skilled Nursing, Dialysis, Tele-Health, Tele-Medicine & Home Health."
7/15/2022 0:00,35,,Local employees,1650,Employers and Who's Who,Lorien Health Services,3300 N. Ridge Road,Ellicott City,Maryland,21043,39.2800672,-76.8175499,,1650,# employees,2022-Q2,7/12/2022,120000000,Revenue,2021,7/12/2022,"Assisted Living, Skilled Nursing, Dialysis, Tele-Health, Tele-Medicine & Home Health."
7/15/2022 0:00,36,,Local employees,1600,Employers and Who's Who,H&S Family of Bakeries,601 S. Caroline St.,Baltimore,Maryland,21231,39.284191,-76.596672,1943,2000,# employees,2022-Q2,7/6/2022,,,,,"The H&S Family of Bakeries including H&S Bakery, Northeast Foods, and Schmidt Baking Company together make up America’s largest family-owned variety baker, proudly providing specialty baked goods to major industry retailers and small businesses in the United States."
7/15/2022 0:00,36,,Local employees,1600,Employers and Who's Who,H&S Family of Bakeries,601 S. Caroline St.,Baltimore,Maryland,21231,39.284191,-76.596672,1943,2000,# employees,2022-Q2,7/6/2022,,,,,"The H&S Family of Bakeries including H&S Bakery, Northeast Foods, and Schmidt Baking Company together make up America’s largest family-owned variety baker, proudly providing specialty baked goods to major industry retailers and small businesses in the United States."
7/15/2022 0:00,36,,Local employees,1600,Employers and Who's Who,H&S Family of Bakeries,601 S. Caroline St.,Baltimore,Maryland,21231,39.284191,-76.596672,1943,2000,# employees,2022-Q2,7/6/2022,,,,,"The H&S Family of Bakeries including H&S Bakery, Northeast Foods, and Schmidt Baking Company together make up America’s largest family-owned variety baker, proudly providing specialty baked goods to major industry retailers and small businesses in the United States."
7/15/2022 0:00,36,,Local employees,1600,Employers and Who's Who,M&T Bank,1 Light St.,Baltimore,Maryland,21202,39.2891988,-76.6133821,1856,22000,# employees,2022-Q2,7/12/2022,6120000000,Revenue,2021,7/12/2022,"M&T Bank Corp. is a regional financial services company that provides banking, insurance, investments, mortgage and commercial financial services through more than 1,000 branches, 2,200 ATMs, and a variety of online and mobile services."
7/15/2022 0:00,38,,Local employees,1545,Employers and Who's Who,Coldwell Banker Realty of the Mid-Atlantic,12435 Park Potomac Ave,Potomac,Maryland,20854,39.0597555,-77.1572433,,,,,,,,,,Coldwell Banker Realty is a residential real estate brokerage.
7/15/2022 0:00,39,,Local employees,1500,Employers and Who's Who,Under Armour Inc.,1020 Hull St.,Baltimore,Maryland,21230,39.274985,-76.590265,1996,15747,# employees,2022,1/25/2022,4474667000,Revenue,2021,6/22/2022,"At Under Armour, Inc., we create state-of-the-art products engineered to solve problems and make athletes better, as well as digital health and fitness apps built to connect people and drive performance. From our origins in Baltimore, Maryland where our global headquarters are located, we’ve grown into a multibillion-dollar brand made, sold, and worn worldwide. And we’re just getting started. For further information, please visit https://about.underarmour.com."
7/15/2022 0:00,39,,Local employees,1500,Employers and Who's Who,Under Armour Inc.,1020 Hull St.,Baltimore,Maryland,21230,39.274985,-76.590265,1996,15747,# employees,2022,1/25/2022,4474667000,Revenue,2021,6/22/2022,"At Under Armour, Inc., we create state-of-the-art products engineered to solve problems and make athletes better, as well as digital health and fitness apps built to connect people and drive performance. From our origins in Baltimore, Maryland where our global headquarters are located, we’ve grown into a multibillion-dollar brand made, sold, and worn worldwide. And we’re just getting started. For further information, please visit https://about.underarmour.com."
7/15/2022 0:00,40,,Local employees,1412,Employers and Who's Who,Broadway Services Inc.,3709 E. Monument St.,Baltimore,Maryland,21205,39.299437,-76.566896,1982,1412,# employees,2022-Q2,7/11/2022,77928246,"Revenue, Companywide",2021,6/21/2022,"Securtiy, Janitorial, Parking & Transportation , Property Management & Maintenance Services"
7/15/2022 0:00,40,,Local employees,1412,Employers and Who's Who,Broadway Services Inc.,3709 E. Monument St.,Baltimore,Maryland,21205,39.299437,-76.566896,1982,1412,# employees,2022-Q2,7/11/2022,77928246,"Revenue, Companywide",2021,6/21/2022,"Securtiy, Janitorial, Parking & Transportation , Property Management & Maintenance Services"
7/15/2022 0:00,40,,Local employees,1412,Employers and Who's Who,Broadway Services Inc.,3709 E. Monument St.,Baltimore,Maryland,21205,39.299437,-76.566896,1982,1412,# employees,2022-Q2,7/11/2022,77928246,"Revenue, Companywide",2021,6/21/2022,"Securtiy, Janitorial, Parking & Transportation , Property Management & Maintenance Services"
7/15/2022 0:00,40,,Local employees,1412,Employers and Who's Who,Broadway Services Inc.,3709 E. Monument St.,Baltimore,Maryland,21205,39.299437,-76.566896,1982,1412,# employees,2022-Q2,7/11/2022,77928246,"Revenue, Companywide",2021,6/21/2022,"Securtiy, Janitorial, Parking & Transportation , Property Management & Maintenance Services"
7/15/2022 0:00,40,,Local employees,1412,Employers and Who's Who,Broadway Services Inc.,3709 E. Monument St.,Baltimore,Maryland,21205,39.299437,-76.566896,1982,1412,# employees,2022-Q2,7/11/2022,77928246,"Revenue, Companywide",2021,6/21/2022,"Securtiy, Janitorial, Parking & Transportation , Property Management & Maintenance Services"
